,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,Price
4318,3.4792,30.0,4.5329566,1.094162,1724.0,3.2467043,33.9,-118.31,1.947
4319,4.6518,17.0,5.811594,0.98550725,251.0,3.6376812,33.02,-116.86,1.702
4320,2.4394,37.0,4.569201,1.0643275,1134.0,2.2105262,32.75,-117.12,1.183
4321,5.4378,52.0,4.623413,1.0930889,1279.0,1.8039492,37.8,-122.41,5.00001
4322,3.0536,49.0,3.665306,0.9959184,779.0,3.179592,37.78,-122.21,1.375
4323,1.3304,28.0,5.64539,1.0780141,962.0,3.4113476,36.7,-119.8,0.513
4324,2.3333,32.0,5.816976,1.1405835,1074.0,2.8488064,34.65,-120.47,1.302
4325,4.652,44.0,6.0791554,1.0131927,986.0,2.601583,37.6,-122.39,3.871
4326,6.8654,17.0,8.433824,1.0294118,327.0,2.4044118,37.66,-120.94,2.905
4327,7.7072,34.0,7.144487,1.0076046,729.0,2.7718632,37.84,-122.02,4.438
4328,4.875,26.0,5.4291186,1.0114943,817.0,3.130268,33.69,-117.95,2.304
4329,0.9702,28.0,2.557647,0.9952941,807.0,1.8988235,33.65,-117.92,2.254
4330,3.6375,24.0,4.9390583,1.0595568,1697.0,2.3504155,32.78,-117.16,1.786
4331,2.6471,16.0,4.0986667,0.97066665,1125.0,3.0,38.58,-121.3,0.907
4332,2.0417,17.0,5.260638,1.0833334,1387.0,2.45922,38.19,-120.67,0.926
4333,3.3897,37.0,4.827869,0.97540987,375.0,3.0737705,34.19,-118.32,2.227
4334,2.0769,34.0,5.5277777,1.25,673.0,4.673611,33.94,-118.24,0.883
4335,4.9464,41.0,4.9942694,1.0,811.0,2.3237822,37.54,-122.29,2.824
4336,5.5875,3.0,6.8759303,1.0272952,2506.0,3.1091812,34.07,-117.14,1.62
4337,3.0491,41.0,4.3383946,1.0520607,1439.0,3.121475,34.19,-118.39,1.92
4338,1.5771,12.0,4.175904,1.0144578,1861.0,4.4843373,39.53,-121.56,0.652
4339,2.4949,44.0,5.3182845,1.0880361,1043.0,2.3544018,38.12,-121.27,1.08
4340,6.6852,25.0,7.302439,1.2658536,903.0,2.202439,33.44,-117.67,5.00001
4341,3.0365,19.0,6.0766773,1.0702876,1102.0,3.5207667,32.59,-117.02,0.981
4342,2.1213,35.0,3.9166667,0.95535713,732.0,2.1785715,38.58,-121.53,0.792
4343,7.6107,14.0,6.775132,1.068783,1172.0,3.1005292,37.26,-122.01,5.00001
4344,4.4712,20.0,3.428934,0.9441624,1427.0,3.6218274,37.44,-121.88,1.44
4345,8.847,14.0,8.09396,0.95302016,572.0,3.838926,33.81,-117.8,3.887
4346,5.2723,40.0,5.10303,0.95757574,795.0,2.409091,34.1,-118.21,2.183
4347,1.6009,44.0,3.1158454,1.0985353,2813.0,3.7456725,37.78,-122.23,1.181
4348,3.599,18.0,5.7079105,1.0933063,1439.0,2.918864,33.74,-117.97,2.62
4349,2.4881,29.0,6.1019106,1.2292993,1019.0,3.245223,36.06,-120.79,0.875
4350,11.7794,39.0,14.666667,1.8095238,59.0,2.8095238,34.35,-119.5,5.00001
4351,2.3594,16.0,7.3846154,1.4326923,646.0,3.1057692,39.32,-120.19,1.557
4352,7.1425,18.0,6.756322,1.0045977,1278.0,2.937931,33.89,-117.98,3.937
4353,5.5469,16.0,6.2263966,1.0058805,10988.0,3.5896766,33.96,-117.88,2.652
4354,5.4786,18.0,6.4889216,0.9483013,2095.0,3.0945346,33.11,-117.05,2.235
4355,5.1909,16.0,6.671779,1.0030675,1037.0,3.1809816,32.99,-117.09,2.014
4356,1.4896,17.0,7.028436,1.3459716,481.0,2.279621,39.55,-121.19,0.833
4357,4.8438,22.0,5.490313,1.018629,4721.0,3.5178838,33.83,-118.24,2.131
4358,2.8194,9.0,5.039966,1.0790817,3369.0,2.864796,38.89,-121.32,1.113
4359,1.7802,47.0,3.7285714,0.9785714,1003.0,3.5821428,32.68,-117.1,0.978
4360,8.3337,24.0,7.915,1.06,1081.0,2.7025,37.66,-121.93,5.00001
4361,4.0798,25.0,5.2451363,0.96498054,1296.0,2.5214007,38.45,-122.74,1.792
4362,5.2864,15.0,4.692771,0.94578314,949.0,2.8584337,32.92,-117.14,1.744
4363,3.5962,36.0,6.09542,1.148855,632.0,2.4122138,40.31,-121.24,0.936
4364,6.8109,35.0,6.71831,0.9859155,505.0,2.370892,33.95,-118.0,4.01
4365,10.1316,14.0,8.466513,1.0207852,1400.0,3.2332563,33.86,-117.76,5.00001
4366,2.1667,38.0,5.2377357,1.0415094,871.0,3.2867925,37.73,-122.38,1.938
4367,2.375,12.0,4.606914,1.0601792,2588.0,3.3137004,34.09,-117.44,1.138
4368,2.6667,20.0,5.594937,1.2953587,563.0,2.3755274,38.39,-120.56,0.866
4369,3.0909,34.0,5.572944,1.1299735,1150.0,3.0503979,34.01,-117.43,0.983
4370,7.472,10.0,7.7697163,1.181388,1478.0,2.3312304,32.99,-117.25,4.399
4371,4.3317,43.0,4.7299037,0.9678457,767.0,2.466238,33.79,-118.12,2.324
4372,1.4773,36.0,4.781609,1.137931,814.0,4.678161,35.37,-118.99,0.574
4373,4.4211,41.0,5.6569037,1.165272,1047.0,2.1903765,34.01,-118.47,4.629
4374,5.0465,34.0,6.395349,1.0099667,1619.0,2.6893687,32.82,-117.19,2.082
4375,2.45,17.0,8.973684,1.8552631,338.0,2.2236843,38.69,-119.78,1.176
4376,9.5561,27.0,8.094936,0.98101264,891.0,2.8196204,33.91,-117.92,4.118
4377,4.3952,12.0,5.8606887,1.0240192,4048.0,3.2409928,32.88,-116.98,1.517
4378,6.3197,33.0,6.131579,1.0382775,1230.0,2.9425838,37.31,-122.02,3.401
4379,4.2254,15.0,5.504065,1.0878049,1571.0,2.5544715,36.98,-122.06,3.209
4380,3.7986,21.0,4.2687387,1.0612432,1914.0,1.749543,34.14,-118.37,3.677
4381,2.8631,30.0,4.4271355,1.0452261,940.0,2.361809,34.16,-118.12,1.886
4382,4.3571,20.0,6.212766,1.0638298,1679.0,2.7479541,37.96,-122.1,2.282
4383,6.3256,15.0,6.459813,1.0186915,1527.0,2.8542056,37.54,-122.49,3.68
4384,3.5865,37.0,5.167539,0.9790576,551.0,2.8848166,33.94,-117.4,1.12
4385,2.2888,46.0,5.3178654,1.0951276,970.0,2.25058,38.16,-121.69,0.949
4386,3.1607,34.0,4.7437325,1.1002785,849.0,2.3649025,34.05,-117.27,1.382
4387,1.787,14.0,4.168784,1.0399274,1637.0,2.9709618,40.15,-122.23,0.516
4388,3.6989,13.0,4.820549,0.9852217,4251.0,2.9915552,38.69,-121.36,0.933
4389,5.8369,19.0,7.1453743,0.9889868,1174.0,2.5859032,38.48,-122.64,2.557
4390,3.925,12.0,6.089796,1.0353742,2255.0,3.0680273,34.52,-117.2,1.185
4391,5.5631,4.0,5.4866667,1.07,859.0,2.8633332,33.71,-117.77,2.278
4392,2.589,27.0,3.785235,0.9798658,1511.0,2.028188,36.98,-122.01,2.424
4393,3.3036,26.0,5.4530387,1.0055249,1002.0,2.7679558,38.36,-121.82,2.1
4394,4.2054,23.0,5.309406,0.9381188,1360.0,3.3663366,33.2,-117.27,1.507
4395,3.0259,26.0,3.897277,1.029703,1320.0,1.6336634,32.74,-117.15,2.117
4396,6.0574,32.0,7.502924,1.1345029,485.0,2.8362572,37.64,-121.97,4.31
4397,4.4831,36.0,5.256098,0.98170733,838.0,2.554878,33.8,-118.09,2.539
4398,3.6769,31.0,4.2348995,1.0845637,1208.0,1.6214765,34.03,-118.49,4.5
4399,2.2308,34.0,4.23569,1.0286195,1317.0,2.2171717,32.75,-117.06,1.259
4400,0.536,26.0,7.8461537,1.3076923,43.0,3.3076923,38.7,-122.52,0.875
4401,4.1,36.0,6.4871793,1.1555556,1742.0,2.9777777,34.14,-117.27,0.964
4402,2.5,52.0,4.804762,1.1,929.0,4.4238095,37.33,-121.9,1.625
4403,4.8233,8.0,6.0613613,0.9597315,2969.0,2.8465962,38.37,-122.69,2.14
4404,4.7222,21.0,5.428571,1.3,398.0,5.6857142,33.92,-117.91,2.083
4405,4.7703,52.0,5.0709047,0.9804401,1136.0,2.777506,37.75,-122.48,3.31
4406,1.8214,10.0,5.838983,1.2711865,845.0,2.3870056,36.76,-119.85,0.801
4407,1.2209,38.0,2.907117,1.1664656,1091.0,1.3160434,38.57,-121.49,0.879
4408,1.3417,33.0,4.421801,1.0379146,838.0,3.971564,34.12,-117.33,0.69
4409,5.7245,52.0,6.0425534,1.0718085,963.0,2.56117,37.59,-122.37,5.0
4410,2.2267,25.0,3.2448978,1.0680273,1412.0,2.4013605,34.14,-118.21,1.898
4411,3.1583,52.0,5.3642383,1.1390729,326.0,2.1589403,38.57,-121.46,1.4
4412,12.3804,52.0,9.122715,1.0339426,1192.0,3.1122715,37.82,-122.23,5.00001
4413,8.1093,17.0,7.3153596,0.996732,1798.0,2.9379084,33.63,-117.81,4.104
4414,15.0001,27.0,7.651923,0.9807692,1351.0,2.5980768,34.1,-118.4,5.00001
4415,2.1827,52.0,4.3442307,1.0326923,957.0,1.8403846,38.45,-122.71,1.888
4416,3.0278,52.0,5.172932,1.0857143,1663.0,2.500752,37.78,-122.49,3.563
4417,2.875,30.0,4.731152,1.0611664,1704.0,2.4238975,37.77,-122.17,1.353
4418,4.2031,29.0,4.844237,1.0124611,1212.0,1.8878505,34.15,-118.39,3.944
4419,7.4046,47.0,7.0313478,1.062696,911.0,2.8557994,34.18,-118.28,4.468
4420,3.1025,28.0,4.8544602,1.1486698,1623.0,2.539906,38.12,-122.26,1.037
4421,2.3293,31.0,4.6738663,0.9848812,959.0,2.0712743,36.78,-119.78,0.734
4422,1.0353,19.0,2.1555555,0.97301584,766.0,1.215873,32.75,-117.14,1.5
4423,6.1724,35.0,7.006359,1.0389507,3450.0,2.7424483,38.01,-122.59,4.143
4424,3.6875,34.0,4.4196644,1.059952,861.0,2.0647483,34.18,-118.45,2.464
4425,4.5594,33.0,5.351548,1.021858,1519.0,2.7668488,34.07,-117.91,2.042
4426,2.9327,42.0,4.727053,0.9396135,985.0,2.3792272,34.18,-118.39,2.402
4427,1.4712,12.0,5.251938,1.1143411,1724.0,3.3410852,36.98,-120.06,0.604
4428,1.8827,20.0,5.4271846,1.053398,1405.0,3.4101942,36.06,-119.31,0.487
4429,7.7062,18.0,7.662088,1.0384616,937.0,2.5741758,36.81,-119.84,1.883
4430,1.7204,5.0,11.298969,2.8268042,1050.0,2.1649485,33.84,-116.48,1.375
4431,1.745,39.0,5.448071,1.0445104,883.0,2.620178,40.79,-124.18,0.705
4432,4.0043,44.0,4.93038,1.0537975,1095.0,3.46519,33.95,-118.31,1.335
4433,2.7712,29.0,3.691613,1.0529032,1715.0,2.2129033,33.98,-118.36,1.609
4434,4.2396,48.0,5.6296296,1.0522876,1118.0,2.4357297,34.17,-118.33,2.451
4435,2.3125,18.0,13.440678,2.5084746,186.0,3.1525424,39.0,-122.7,1.625
4436,1.4688,8.0,10.0,1.9166666,63.0,2.625,33.32,-115.98,0.538
4437,3.3984,36.0,5.7391305,1.0163044,829.0,2.2527175,40.78,-124.15,0.9
4438,3.2447,52.0,3.5267856,1.0491072,714.0,1.59375,37.8,-122.44,5.00001
4439,7.3004,32.0,5.724138,0.7586207,63.0,2.1724138,34.17,-119.08,1.25
4440,4.0446,36.0,5.726225,1.1152738,1065.0,3.0691643,38.43,-122.87,1.722
4441,3.9583,19.0,4.8422937,1.0344086,4205.0,3.0143368,34.31,-118.42,1.632
4442,3.3472,42.0,3.452514,0.91061455,680.0,3.7988827,33.94,-118.2,1.542
4443,11.075,38.0,7.2046785,1.0409356,410.0,2.3976607,33.61,-117.91,5.00001
4444,1.9286,26.0,4.2126436,1.0712644,2775.0,3.189655,34.29,-119.3,1.605
4445,7.5412,16.0,7.0333333,0.95714283,1659.0,2.6333334,38.14,-122.54,3.921
4446,3.9073,17.0,6.223577,1.1382114,775.0,3.1504066,36.61,-119.44,0.916
4447,3.5388,30.0,5.050713,0.9381933,2082.0,3.2995245,32.71,-117.02,1.185
4448,4.6863,4.0,5.204114,1.1518987,1345.0,2.1281645,33.56,-117.67,1.844
4449,5.3288,10.0,6.196762,1.0572852,2089.0,2.6014943,38.07,-122.18,2.018
4450,2.3584,15.0,3.6293485,1.117647,4620.0,2.9222012,34.23,-118.45,1.576
4451,6.6712,14.0,7.454308,0.9921671,1420.0,3.7075717,37.27,-121.83,3.115
4452,1.5139,38.0,3.7272727,0.86713284,729.0,2.5489511,37.95,-122.36,0.817
4453,3.2369,17.0,4.4656773,1.0120593,3013.0,2.7949908,32.95,-117.05,1.678
4454,1.3157,43.0,1.9118265,1.1518544,3049.0,2.1336598,34.1,-118.33,3.333
4455,7.1837,20.0,6.6074076,0.95555556,331.0,2.4518518,35.35,-119.08,1.763
4456,3.0926,6.0,3.673516,1.0833334,2295.0,2.619863,34.24,-118.52,4.185
4457,2.4263,32.0,3.2520776,1.033241,1758.0,4.8698063,33.97,-118.15,1.581
4458,1.9805,16.0,3.9773014,1.0844892,1837.0,2.3165195,38.66,-121.34,0.929
4459,5.778,16.0,7.413729,1.0204082,1673.0,3.1038961,38.37,-122.01,1.757
4460,10.7958,25.0,7.950089,0.98573977,1608.0,2.8663101,37.27,-122.03,5.00001
4461,3.4609,29.0,4.5078864,0.92429024,1091.0,3.4416404,32.69,-117.07,1.18
4462,3.7933,25.0,4.6481833,1.0210325,1702.0,3.254302,33.93,-117.93,1.844
4463,5.5921,18.0,7.8037634,1.0403225,1127.0,3.0295699,37.81,-121.98,3.591
4464,2.9567,52.0,4.053443,1.1017472,1913.0,1.9660842,37.77,-122.43,4.25
4465,10.7751,19.0,9.020513,1.097436,659.0,3.3794873,32.84,-117.25,5.00001
4466,6.0758,4.0,6.520362,1.1689291,1479.0,2.2307692,34.12,-117.63,2.268
4467,7.5898,25.0,7.9401197,1.0029941,1062.0,3.1796408,37.93,-122.01,3.302
4468,10.3942,39.0,8.089286,0.97321427,353.0,3.1517856,37.46,-122.15,5.00001
4469,3.3472,19.0,5.8027525,1.0458716,755.0,3.4633029,38.65,-121.95,0.698
4470,1.8191,36.0,4.227666,1.0634006,1247.0,3.5936599,33.93,-118.27,0.927
4471,5.1741,16.0,5.803279,1.0204918,636.0,2.6065574,33.7,-117.79,2.277
4472,2.325,35.0,3.1632652,1.0426716,2212.0,4.103896,33.98,-118.21,1.615
4473,1.27,28.0,4.672973,1.1324325,929.0,2.5108109,41.41,-122.37,0.531
4474,4.3036,35.0,5.6990595,1.062696,828.0,2.5956113,33.88,-118.32,2.821
4475,5.7128,24.0,5.307039,1.0570388,1830.0,2.2208738,33.85,-118.39,3.662
4476,5.2206,6.0,5.7495294,1.0677966,3246.0,3.056497,34.28,-118.91,2.802
4477,4.2083,44.0,5.3232045,0.9171271,846.0,2.3370166,37.47,-122.2,2.782
4478,7.2477,16.0,6.6603775,1.0471698,770.0,2.4213836,37.54,-122.26,3.76
4479,3.8958,20.0,5.940625,0.978125,1258.0,3.93125,37.51,-120.84,1.268
4480,2.5313,38.0,3.9189188,0.9234234,1065.0,4.7972975,34.26,-118.41,1.361
4481,3.1719,38.0,4.62069,0.9885057,311.0,3.5747128,36.48,-119.45,1.063
4482,6.3214,34.0,6.294872,0.94871795,498.0,3.1923077,33.83,-117.96,2.208
4483,6.5706,9.0,6.961938,1.0934256,802.0,2.7750864,32.91,-117.09,2.557
4484,4.5268,42.0,5.0451126,1.093985,551.0,2.0714285,37.89,-122.33,2.074
4485,5.7837,23.0,6.6079407,1.0669975,1499.0,3.719603,33.79,-118.01,2.58
4486,2.3973,10.0,4.71822,1.1864407,1140.0,2.4152544,37.69,-122.12,1.673
4487,7.5604,9.0,6.6969695,0.94372296,683.0,2.9567099,32.91,-117.08,3.279
4488,12.2092,20.0,8.83699,1.0,1019.0,3.1943574,33.82,-117.81,5.00001
4489,2.4643,35.0,3.8925145,1.0633397,2252.0,4.322457,34.23,-119.12,1.82
4490,3.0417,44.0,4.3333335,1.1044177,1249.0,5.016064,34.04,-118.18,1.417
4491,4.6473,36.0,5.4827585,1.0094044,855.0,2.680251,33.81,-118.13,2.271
4492,5.5882,17.0,7.009194,1.0155587,4763.0,3.3684583,32.97,-117.05,1.943
4493,3.5625,18.0,5.7826085,1.2608696,95.0,4.130435,33.86,-117.81,2.35
4494,6.4504,35.0,5.2428885,1.0328227,1054.0,2.3063457,34.11,-118.59,4.07
4495,1.9348,37.0,4.0536914,1.1185682,1640.0,3.6689038,33.96,-118.28,0.991
4496,1.3286,17.0,5.272966,1.2309711,820.0,2.152231,33.9,-116.81,0.818
4497,5.2536,13.0,6.3506494,0.95671,688.0,2.978355,38.97,-121.09,1.919
4498,4.0526,44.0,5.7249193,1.0744337,828.0,2.6796117,37.94,-122.33,1.508
4499,3.087,46.0,4.3965883,1.0319829,1522.0,3.2452025,34.21,-119.18,2.139
4500,2.4185,48.0,4.1685715,0.9257143,902.0,2.577143,34.36,-119.06,1.899
4501,4.4,45.0,5.15625,1.0,645.0,2.5195312,33.86,-118.13,2.095
4502,4.5268,22.0,9.880898,2.0921347,1145.0,2.5730338,34.21,-117.1,1.084
4503,2.8438,33.0,5.466307,1.1374663,1727.0,4.6549864,34.05,-117.97,1.576
4504,3.7051,52.0,5.6879196,1.1593959,1645.0,2.7600672,37.76,-122.39,2.537
4505,5.6094,24.0,6.2901406,0.9774648,1162.0,3.2732394,33.85,-118.04,2.792
4506,4.8229,20.0,5.571429,1.0,149.0,3.0408163,37.78,-121.23,1.583
4507,2.9922,35.0,4.7198443,1.0291829,2010.0,3.9105058,33.97,-118.1,1.635
4508,4.6587,10.0,5.83871,1.0967742,1779.0,3.188172,37.93,-121.7,1.525
4509,4.7009,22.0,4.6520963,1.0642284,2048.0,1.8269402,34.05,-118.47,5.00001
4510,3.7368,37.0,5.2819147,0.98758864,1285.0,2.2783687,32.76,-117.04,1.522
4511,1.7778,52.0,4.450704,0.9753521,591.0,2.080986,40.79,-124.16,0.769
4512,3.5744,31.0,4.1631207,1.0480694,2659.0,2.0953507,37.76,-122.45,5.0
4513,2.66,29.0,3.825046,1.038674,2087.0,3.8434622,34.01,-118.1,1.892
4514,2.2917,14.0,6.10559,1.0124223,399.0,2.4782608,39.22,-121.24,1.451
4515,5.9055,24.0,6.4708223,1.0026525,1777.0,2.3567638,33.65,-117.88,4.773
4516,2.7072,29.0,3.25462,1.1129364,1019.0,2.0924025,34.02,-118.48,3.75
4517,4.5707,27.0,5.4897957,0.9557823,1666.0,2.8333333,38.01,-122.03,1.759
4518,2.2054,21.0,4.120253,1.0348102,1244.0,3.936709,32.98,-115.52,0.664
4519,6.0878,26.0,5.647059,0.9019608,1105.0,3.0952382,37.47,-121.92,2.469
4520,2.7222,25.0,5.5283017,1.254717,1117.0,2.634434,41.86,-123.26,0.646
4521,2.6091,21.0,3.7839541,1.1369628,5546.0,3.1782236,33.9,-118.33,1.639
4522,4.5,34.0,7.366013,1.1666666,715.0,2.3366013,37.93,-122.3,3.04
4523,1.6953,35.0,3.7439024,1.097561,691.0,4.2134147,32.71,-117.13,0.813
4524,5.7415,37.0,6.424581,1.1340783,511.0,2.8547485,37.13,-121.93,3.985
4525,5.485,3.0,8.543029,1.4803202,4249.0,2.8345563,34.15,-117.57,3.431
4526,4.3397,21.0,5.3732395,1.0985916,1588.0,2.7957747,33.86,-118.1,2.681
4527,7.6059,27.0,7.1463413,1.0487804,917.0,3.195122,34.37,-118.54,3.237
4528,4.8015,30.0,5.549296,0.9929578,1004.0,3.5352113,34.27,-118.46,1.797
4529,3.024,27.0,4.725537,1.0572792,2807.0,3.349642,33.97,-117.35,1.225
4530,3.3622,19.0,5.4797134,1.0680192,2769.0,3.304296,34.0,-117.36,1.051
4531,2.0875,17.0,3.9014778,1.0714285,904.0,2.226601,33.78,-118.15,1.813
4532,6.7159,12.0,7.289963,1.0408922,985.0,3.66171,37.3,-121.74,3.627
4533,4.8571,28.0,6.864865,0.9459459,118.0,3.1891892,35.43,-119.09,2.375
4534,4.131,52.0,5.854054,1.1432432,1072.0,2.8972974,37.74,-122.48,3.143
4535,4.239,39.0,5.096774,1.0496278,1205.0,2.9900744,34.1,-118.19,2.13
4536,4.8526,16.0,5.9530687,1.0036101,993.0,3.5848374,33.14,-117.13,1.707
4537,3.1972,8.0,5.685325,1.0847201,1744.0,2.6384265,39.05,-120.94,1.515
4538,4.4861,46.0,5.765306,1.0255102,503.0,2.5663266,33.93,-118.37,2.463
4539,3.5172,35.0,5.0238805,1.0358208,1242.0,3.7074628,33.8,-117.86,1.904
4540,1.2469,33.0,4.773256,1.0523256,579.0,3.3662791,35.37,-119.01,0.467
4541,8.0755,52.0,5.592157,1.1392157,838.0,1.6431372,37.8,-122.42,5.00001
4542,5.1017,17.0,5.895105,0.986014,1756.0,4.0932403,37.35,-121.8,2.407
4543,5.7578,20.0,6.6303663,1.0376964,2668.0,2.7937174,36.58,-121.86,3.477
4544,2.325,32.0,6.3448277,1.0886699,562.0,2.768473,39.78,-122.16,0.696
4545,2.9591,2.0,4.482808,1.012894,1606.0,2.3008597,37.99,-121.96,2.101
4546,3.0694,37.0,4.232877,1.0582192,966.0,3.3082192,34.03,-118.37,1.222
4547,1.808,52.0,4.7808566,1.0604534,1102.0,2.7758186,37.85,-122.28,1.055
4548,1.6221,41.0,3.825607,1.0860927,1776.0,3.9205298,34.0,-118.26,1.042
4549,4.0187,11.0,4.8515816,1.160584,849.0,2.0656934,33.68,-117.78,2.356
4550,6.4232,7.0,6.707513,1.0145879,8276.0,3.018235,38.08,-122.17,2.292
4551,2.3456,12.0,4.866324,1.2673522,1054.0,2.7095115,34.13,-117.37,1.408
4552,5.0863,37.0,5.768092,0.93585527,1663.0,2.7351973,37.48,-122.25,4.403
4553,5.4493,6.0,5.772688,1.0060501,3196.0,2.7623162,34.33,-118.83,2.426
4554,4.2386,27.0,4.915851,0.99021524,1861.0,3.6418786,33.76,-117.94,1.842
4555,1.6336,23.0,11.230634,2.8802817,1350.0,2.3767605,34.24,-116.91,1.245
4556,2.888,50.0,5.105812,1.1460507,2261.0,3.3695977,37.73,-122.42,2.464
4557,3.2447,12.0,4.936859,1.0286022,4656.0,2.5126822,37.7,-121.01,1.422
4558,4.3654,31.0,5.1555557,1.0277778,990.0,2.75,34.19,-118.55,2.238
4559,1.6,43.0,3.3243244,0.963964,371.0,3.3423424,37.94,-122.36,0.794
4560,6.9742,38.0,6.4961834,1.0178117,1042.0,2.6513994,33.8,-118.36,5.00001
4561,2.1638,26.0,4.8396554,1.0862069,1785.0,3.0775862,32.78,-116.96,1.328
4562,3.4861,17.0,17.3,6.5,51.0,2.55,37.94,-119.57,1.375
4563,2.1061,32.0,3.4592392,0.9347826,1148.0,3.1195652,34.06,-118.11,2.147
4564,1.6007,21.0,3.6454918,0.954918,1327.0,2.7192624,32.59,-117.07,0.962
4565,1.4103,41.0,4.3489585,1.0833334,707.0,3.6822917,33.95,-118.28,0.862
4566,2.9185,27.0,4.4088783,1.1378505,1339.0,3.1285048,34.21,-119.19,2.245
4567,3.3831,41.0,4.7526503,0.96113074,718.0,2.5371025,38.01,-122.11,1.294
4568,3.5682,23.0,6.0266666,1.36,539.0,1.7966666,33.61,-117.92,5.00001
4569,4.7344,36.0,5.6356277,1.0526316,679.0,2.748988,34.0,-118.46,3.469
4570,4.9205,35.0,5.152,0.96,758.0,3.032,33.93,-118.0,1.739
4571,5.6018,16.0,6.7672415,0.9913793,1014.0,2.913793,38.37,-122.71,2.53
4572,2.1116,52.0,4.4192495,1.0473083,1751.0,2.8564436,34.0,-118.31,1.225
4573,2.1734,34.0,4.6223774,1.020979,742.0,5.1888113,33.91,-118.23,0.882
4574,4.3214,37.0,5.1513944,0.9860558,1208.0,2.4063745,37.46,-122.22,3.427
4575,1.7991,43.0,4.3326135,1.0194384,1687.0,3.6436286,34.03,-118.15,1.588
4576,8.0379,32.0,5.520408,0.8367347,229.0,2.3367348,38.69,-121.59,3.833
4577,4.0968,30.0,3.9354625,1.164338,2136.0,1.4211577,33.74,-118.18,3.1
4578,2.8941,39.0,5.503055,1.3156823,1136.0,2.3136456,36.97,-122.0,2.567
4579,4.072,52.0,5.952941,0.9970588,756.0,2.2235293,37.81,-122.22,2.701
4580,4.5132,27.0,5.4925056,1.0256959,1227.0,2.627409,38.38,-122.82,2.599
4581,3.7159,52.0,4.57483,0.9897959,560.0,1.9047619,37.78,-122.45,4.944
4582,4.233,35.0,6.125,1.0555556,756.0,3.5,34.2,-118.58,2.213
4583,8.6573,16.0,7.598616,0.9930796,949.0,3.283737,34.14,-117.65,3.54
4584,3.2841,15.0,5.478846,1.0326923,878.0,1.6884615,33.71,-117.75,1.583
4585,4.038,52.0,3.878832,1.1270072,1014.0,1.480292,37.8,-122.42,5.00001
4586,2.6292,47.0,3.6931407,1.0613718,1213.0,2.1895306,37.8,-122.24,1.827
4587,3.2188,39.0,2.0434783,0.6956522,51.0,2.2173913,33.99,-118.21,1.125
4588,2.5444,35.0,3.3746223,1.0407856,1334.0,2.0151057,34.09,-118.35,2.361
4589,5.2078,30.0,6.332317,1.0426829,816.0,2.487805,37.0,-122.03,4.405
4590,3.3669,29.0,4.5898776,1.0767888,1071.0,1.86911,34.15,-118.37,3.761
4591,2.6833,52.0,4.1390133,1.0560538,827.0,1.8542601,37.76,-122.24,2.409
4592,5.979,19.0,6.8605576,1.0225763,2374.0,3.1527224,33.91,-118.0,2.852
4593,7.8031,18.0,7.1535087,1.0,599.0,2.627193,38.58,-121.34,2.672
4594,5.0427,22.0,6.4054055,1.009828,1216.0,2.987715,38.55,-121.35,1.269
4595,1.8447,52.0,4.209854,1.0638686,1127.0,2.0565693,37.86,-122.27,1.982
4596,4.7841,31.0,5.97561,1.0886918,1059.0,2.3481152,33.0,-117.26,3.935
4597,3.6361,17.0,5.6901345,1.0878924,7343.0,3.2928252,34.02,-117.71,1.577
4598,4.2188,26.0,6.5348835,0.9488372,627.0,2.916279,39.12,-121.62,0.942
4599,3.0173,19.0,3.6393442,1.1038251,1837.0,2.0076504,34.04,-118.45,3.938
4600,3.8194,21.0,4.791774,0.9974293,1498.0,3.8508997,32.71,-117.06,1.257
4601,1.625,1.0,3.0,1.0,8.0,4.0,33.86,-116.95,0.55
4602,6.1195,16.0,7.7525153,1.0885311,1726.0,3.472837,34.12,-117.66,2.511
4603,4.125,46.0,11.0,2.2,26.0,5.2,36.51,-119.55,0.675
4604,5.3799,4.0,7.944629,1.1877077,5839.0,3.2331119,34.63,-118.22,2.224
4605,3.9549,36.0,4.2378945,0.9157895,1476.0,3.1073685,33.96,-118.1,1.921
4606,1.5086,12.0,3.9836512,0.97002727,1708.0,4.653951,36.21,-120.1,0.647
4607,1.6483,39.0,4.3907814,0.98797596,1307.0,2.6192384,40.18,-122.24,0.608
4608,3.2197,17.0,6.537815,0.98487395,2791.0,4.6907563,32.8,-117.11,0.675
4609,1.7857,25.0,5.019355,0.87096775,340.0,2.1935484,38.81,-121.58,2.583
4610,2.7273,25.0,3.6015453,1.0496689,5917.0,3.2654526,37.97,-122.5,1.875
4611,3.067,28.0,3.9666667,1.0952381,349.0,1.6619048,34.08,-118.39,3.75
4612,3.5987,31.0,4.2272,1.0896,1303.0,2.0848,34.03,-118.47,3.405
4613,4.1833,22.0,6.564232,1.0352645,1252.0,3.1536524,37.76,-121.11,1.921
4614,5.5376,42.0,7.0,1.0204082,116.0,2.367347,38.04,-121.22,2.125
4615,3.8448,36.0,4.4454317,1.0571066,2652.0,3.3654823,34.09,-118.26,2.414
4616,1.9643,32.0,3.8822496,1.1493849,1718.0,3.0193322,34.06,-117.72,1.132
4617,2.4321,26.0,5.1007605,1.0551331,1353.0,2.5722435,40.88,-124.09,0.821
